Unnamed: 0,Released,Released.1,Title,Genre,Production Method,Creative Type,Production Budget,Domestic Box Office,International Box Office,Worldwide Box Office
89,"May 10, 2002",2002,The New Guy,Comedy,Live Action,Contemporary Fiction,"$13,000,000","$28,972,187",$0,"$28,972,187"
90,"Sep 6, 2002",2002,Swimfan,Thriller/Suspense,Live Action,Contemporary Fiction,"$10,000,000","$28,564,995","$5,519,233","$34,084,228"
91,"Jul 12, 2002",2002,The Crocodile Hunter: Collision Course,Adventure,Live Action,Contemporary Fiction,"$12,500,000","$28,436,931","$5,000,000","$33,436,931"
92,"Oct 11, 2002",2002,Brown Sugar,Romantic Comedy,Live Action,Contemporary Fiction,"$8,000,000","$27,362,712","$952,560","$28,315,272"
93,"Aug 9, 2002",2002,Blood Work,Thriller/Suspense,Live Action,Contemporary Fiction,"$50,000,000","$26,199,517",$0,"$26,199,517"
94,"Oct 25, 2002",2002,Frida,Drama,Live Action,Dramatization,"$12,000,000","$25,885,000","$30,246,239","$56,131,239"
95,"Oct 4, 2002",2002,Jonah: A VeggieTales Movie,Adventure,Digital Animation,Kids Fiction,"$14,000,000","$25,571,351","$37,428","$25,608,779"
96,"Mar 8, 2002",2002,All About the Benjamins,Comedy,Live Action,Contemporary Fiction,"$14,000,000","$25,482,931","$390,214","$25,873,145"
97,"Oct 11, 2002",2002,The Transporter,Action,Live Action,Contemporary Fiction,"$21,000,000","$25,296,447","$18,632,485","$43,928,932"
98,"Jan 1, 2002",2002,The Sweetest Thing,Romantic Comedy,Live Action,Contemporary Fiction,"$43,000,000","$24,430,272","$38,648,484","$63,078,756"
99,"Nov 27, 2002",2002,Eight Crazy Nights,Musical,Hand Animation,Kids Fiction,$0,"$23,607,202",$0,"$23,607,202"
100,"Dec 6, 2002",2002,Adaptation,Comedy,Live Action,Contemporary Fiction,"$18,500,000","$22,498,520","$10,033,236","$32,531,756"
1,"May 30, 2003",2003,Finding Nemo,Adventure,Digital Animation,Kids Fiction,"$94,000,000","$380,529,370","$555,565,482","$936,094,852"
2,"Dec 17, 2003",2003,The Lord of the Rings: The Return of …,Adventure,Animation/Live Action,Fantasy,"$94,000,000","$379,021,990","$742,364,991","$1,121,386,981"
3,"Jul 9, 2003",2003,Pirates of the Caribbean: The Curse o…,Adventure,Live Action,Fantasy,"$140,000,000","$305,410,819","$348,900,000","$654,310,819"
4,"May 15, 2003",2003,The Matrix Reloaded,Action,Animation/Live Action,Science Fiction,"$150,000,000","$281,553,689","$457,023,240","$738,576,929"
5,"May 23, 2003",2003,Bruce Almighty,Comedy,Live Action,Contemporary Fiction,"$81,000,000","$242,704,995","$241,763,613","$484,468,608"
6,"May 2, 2003",2003,X-Men 2,Action,Live Action,Super Hero,"$125,000,000","$214,949,694","$191,398,936","$406,348,630"
7,"Nov 7, 2003",2003,Elf,Comedy,Live Action,Kids Fiction,"$32,000,000","$178,100,000","$46,812,848","$224,912,848"
8,"Jul 1, 2003",2003,Terminator 3: Rise of the Machines,Action,Animation/Live Action,Science Fiction,"$170,000,000","$150,358,296","$282,700,000","$433,058,296"
9,"Nov 5, 2003",2003,The Matrix Revolutions,Action,Live Action,Science Fiction,"$150,000,000","$139,270,910","$288,029,350","$427,300,260"
10,"Dec 25, 2003",2003,Cheaper by the Dozen,Comedy,Live Action,Contemporary Fiction,"$40,000,000","$138,614,544","$51,597,569","$190,212,113"
11,"Jul 18, 2003",2003,Bad Boys II,Action,Live Action,Contemporary Fiction,"$130,000,000","$138,540,870","$134,731,112","$273,271,982"
12,"Apr 11, 2003",2003,Anger Management,Comedy,Live Action,Contemporary Fiction,"$56,000,000","$135,560,942","$59,923,610","$195,484,552"
13,"Mar 7, 2003",2003,Bringing Down the House,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$132,675,402","$32,000,000","$164,675,402"
14,"Jun 20, 2003",2003,Hulk,Action,Live Action,Super Hero,"$137,000,000","$132,177,234","$112,854,445","$245,031,679"
15,"Jun 6, 2003",2003,2 Fast 2 Furious,Action,Live Action,Contemporary Fiction,"$76,000,000","$127,120,058","$109,290,549","$236,410,607"
16,"Dec 12, 2003",2003,Something's Gotta Give,Romantic Comedy,Live Action,Contemporary Fiction,"$80,000,000","$124,685,242","$142,000,000","$266,685,242"
17,"Jul 25, 2003",2003,Seabiscuit,Drama,Live Action,Dramatization,"$86,000,000","$120,277,854","$28,437,488","$148,715,342"
18,"Aug 8, 2003",2003,S.W.A.T.,Action,Live Action,Contemporary Fiction,"$70,000,000","$116,877,597","$90,277,151","$207,154,748"
19,"Jul 25, 2003",2003,Spy Kids 3-D: Game Over,Adventure,Live Action,Kids Fiction,"$40,000,000","$111,760,631","$56,091,364","$167,851,995"
20,"Dec 5, 2003",2003,The Last Samurai,Action,Live Action,Historical Fiction,"$140,000,000","$111,110,575","$345,700,000","$456,810,575"
21,"Aug 6, 2003",2003,Freaky Friday,Comedy,Live Action,Contemporary Fiction,"$26,000,000","$110,222,438","$50,600,000","$160,822,438"
22,"Oct 24, 2003",2003,Scary Movie 3,Comedy,Live Action,Contemporary Fiction,"$45,000,000","$110,000,082","$45,199,918","$155,200,000"
23,"May 30, 2003",2003,The Italian Job,Adventure,Live Action,Contemporary Fiction,"$60,000,000","$106,126,012","$70,136,827","$176,262,839"
24,"Feb 7, 2003",2003,How to Lose a Guy in 10 Days,Romantic Comedy,Live Action,Contemporary Fiction,"$50,000,000","$105,807,520","$72,696,268","$178,503,788"
25,"Aug 1, 2003",2003,American Wedding,Comedy,Live Action,Contemporary Fiction,"$55,000,000","$104,354,205","$128,000,000","$232,354,205"
26,"May 9, 2003",2003,Daddy Day Care,Comedy,Live Action,Contemporary Fiction,"$60,000,000","$104,148,781","$60,136,806","$164,285,587"
27,"Feb 14, 2003",2003,Daredevil,Action,Live Action,Super Hero,"$80,000,000","$102,543,518","$80,239,000","$182,782,518"
28,"Nov 21, 2003",2003,Dr. Seuss’ The Cat in the Hat,Adventure,Live Action,Kids Fiction,"$109,000,000","$101,018,283","$32,800,000","$133,818,283"
29,"Jun 27, 2003",2003,Charlie's Angels: Full Throttle,Action,Live Action,Contemporary Fiction,"$120,000,000","$100,814,328","$126,348,945","$227,163,273"
30,"Dec 25, 2003",2003,Cold Mountain,Drama,Live Action,Historical Fiction,"$80,000,000","$95,632,614","$69,541,295","$165,173,909"
31,"Nov 14, 2003",2003,Master and Commander: The Far Side of…,Adventure,Live Action,Historical Fiction,"$135,000,000","$93,926,386","$118,985,751","$212,912,137"
32,"Jul 2, 2003",2003,"Legally Blonde 2: Red, White & Blonde",Comedy,Live Action,Contemporary Fiction,"$25,000,000","$90,639,088","$34,700,000","$125,339,088"
33,"Oct 8, 2003",2003,Mystic River,Drama,Live Action,Contemporary Fiction,"$30,000,000","$90,135,191","$66,686,829","$156,822,020"
34,"Oct 24, 2003",2003,Brother Bear,Adventure,Hand Animation,Kids Fiction,"$46,000,000","$85,336,277","$165,061,521","$250,397,798"
35,"Aug 15, 2003",2003,Freddy vs. Jason,Horror,Live Action,Contemporary Fiction,"$25,000,000","$82,622,655","$31,953,748","$114,576,403"
36,"Oct 3, 2003",2003,School of Rock,Comedy,Live Action,Contemporary Fiction,"$20,000,000","$81,261,177","$50,683,495","$131,944,672"
37,"Oct 17, 2003",2003,The Texas Chainsaw Massacre,Horror,Live Action,Historical Fiction,"$9,000,000","$80,571,655","$27,395,664","$107,967,319"
38,"Nov 26, 2003",2003,The Haunted Mansion,Adventure,Live Action,Kids Fiction,"$90,000,000","$75,817,994","$79,932,634","$155,750,628"
39,"Feb 21, 2003",2003,Old School,Comedy,Live Action,Contemporary Fiction,"$24,000,000","$75,155,000","$11,582,464","$86,737,464"
40,"Oct 10, 2003",2003,Kill Bill: Volume 1,Action,Live Action,Contemporary Fiction,"$55,000,000","$70,098,138","$106,371,290","$176,469,428"
41,"Apr 18, 2003",2003,Holes,Adventure,Live Action,Contemporary Fiction,"$20,000,000","$67,383,924","$3,848,290","$71,232,214"
42,"Jan 17, 2003",2003,Kangaroo Jack,Adventure,Live Action,Kids Fiction,"$60,000,000","$66,723,216","$23,835,366","$90,558,582"
43,"Jul 11, 2003",2003,The League of Extraordinary Gentlemen,Adventure,Live Action,Super Hero,"$78,000,000","$66,465,204","$112,800,000","$179,265,204"
44,"Dec 10, 2003",2003,Big Fish,Drama,Live Action,Contemporary Fiction,"$70,000,000","$66,432,867","$57,521,456","$123,954,323"
45,"Jul 25, 2003",2003,Lara Croft: Tomb Raider: The Cradle o…,Adventure,Live Action,Contemporary Fiction,"$90,000,000","$65,653,758","$91,439,185","$157,092,943"
46,"Dec 19, 2003",2003,Mona Lisa Smile,Drama,Live Action,Historical Fiction,"$65,000,000","$63,803,100","$77,402,069","$141,205,169"
47,"Feb 7, 2003",2003,Shanghai Knights,Western,Live Action,Historical Fiction,"$50,000,000","$60,470,220","$27,846,615","$88,316,835"
48,"Nov 26, 2003",2003,Bad Santa,Black Comedy,Live Action,Contemporary Fiction,"$18,000,000","$60,060,328","$17,086,703","$77,147,031"
49,"Nov 21, 2003",2003,Gothika,Horror,Live Action,Contemporary Fiction,"$40,000,000","$59,588,068","$81,896,744","$141,484,812"
50,"Nov 7, 2003",2003,Love Actually,Romantic Comedy,Live Action,Contemporary Fiction,"$45,000,000","$59,472,278","$186,244,221","$245,716,499"
51,"Aug 15, 2003",2003,Open Range,Western,Live Action,Historical Fiction,"$26,000,000","$58,331,254","$10,282,738","$68,613,992"
52,"Sep 12, 2003",2003,Once Upon a Time in Mexico,Action,Live Action,Contemporary Fiction,"$29,000,000","$56,330,657","$41,082,870","$97,413,527"
53,"Jan 10, 2003",2003,Just Married,Romantic Comedy,Live Action,Contemporary Fiction,"$19,000,000","$56,127,162","$45,437,773","$101,564,935"
54,"Dec 25, 2003",2003,Paycheck,Thriller/Suspense,Live Action,Science Fiction,"$60,000,000","$53,789,313","$45,030,476","$98,819,789"
55,"Jan 31, 2003",2003,The Recruit,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$52,784,696","$48,389,744","$101,174,440"
56,"Oct 24, 2003",2003,Radio,Drama,Live Action,Dramatization,"$35,000,000","$52,333,738","$959,890","$53,293,628"
57,"Apr 25, 2003",2003,Identity,Thriller/Suspense,Live Action,Contemporary Fiction,"$28,000,000","$52,131,264","$29,987,772","$82,119,036"
58,"Sep 19, 2003",2003,Underworld,Action,Live Action,Contemporary Fiction,"$22,000,000","$51,970,690","$43,737,767","$95,708,457"
59,"Oct 17, 2003",2003,Runaway Jury,Thriller/Suspense,Live Action,Contemporary Fiction,$0,"$49,440,996","$17,897,223","$67,338,219"
60,"Dec 25, 2003",2003,Peter Pan,Adventure,Live Action,Fantasy,"$100,000,000","$48,417,850","$46,837,635","$95,255,485"
61,"Feb 14, 2003",2003,The Jungle Book 2,Adventure,Hand Animation,Historical Fiction,"$20,000,000","$47,901,582","$92,022,620","$139,924,202"
62,"Sep 26, 2003",2003,The Rundown,Action,Live Action,Contemporary Fiction,"$85,000,000","$47,641,743","$33,190,150","$80,831,893"
63,"Mar 14, 2003",2003,Agent Cody Banks,Adventure,Live Action,Kids Fiction,"$25,000,000","$47,545,060","$10,695,398","$58,240,458"
64,"Jan 31, 2003",2003,Final Destination 2,Horror,Live Action,Contemporary Fiction,"$26,000,000","$46,896,664","$43,500,000","$90,396,664"
65,"Apr 4, 2003",2003,Phone Booth,Thriller/Suspense,Live Action,Contemporary Fiction,"$11,000,000","$46,566,212","$51,270,926","$97,837,138"
66,"Jun 27, 2003",2003,28 Days Later…,Horror,Live Action,Science Fiction,"$8,000,000","$45,064,915","$37,890,718","$82,955,633"
67,"Sep 12, 2003",2003,Lost in Translation,Drama,Live Action,Contemporary Fiction,"$4,000,000","$44,585,453","$72,499,844","$117,085,297"
68,"Mar 7, 2003",2003,Tears of the Sun,Action,Live Action,Contemporary Fiction,"$75,000,000","$43,632,458","$42,000,000","$85,632,458"
69,"Sep 26, 2003",2003,Under the Tuscan Sun,Comedy,Live Action,Contemporary Fiction,"$18,000,000","$43,601,508","$13,888,516","$57,490,024"
70,"May 2, 2003",2003,The Lizzie McGuire Movie,Adventure,Live Action,Contemporary Fiction,"$15,000,000","$42,734,455","$12,800,000","$55,534,455"
71,"Sep 19, 2003",2003,Secondhand Lions,Drama,Live Action,Historical Fiction,"$30,000,000","$42,070,939","$5,831,627","$47,902,566"
72,"Oct 3, 2003",2003,Out of Time,Thriller/Suspense,Live Action,Contemporary Fiction,"$50,000,000","$41,083,108","$14,406,718","$55,489,826"
73,"Jun 13, 2003",2003,Rugrats Go Wild,Adventure,Hand Animation,Kids Fiction,"$25,000,000","$39,402,572","$16,040,460","$55,443,032"
74,"Mar 28, 2003",2003,Head of State,Comedy,Live Action,Contemporary Fiction,"$35,200,000","$37,788,228","$495,537","$38,283,765"
75,"Oct 10, 2003",2003,Good Boy!,Adventure,Live Action,Kids Fiction,"$17,000,000","$37,667,746","$7,644,471","$45,312,217"
76,"Aug 15, 2003",2003,Uptown Girls,Comedy,Live Action,Contemporary Fiction,$0,"$37,095,657",$0,"$37,095,657"
77,"Sep 12, 2003",2003,Matchstick Men,Comedy,Live Action,Contemporary Fiction,$0,"$36,873,198","$22,292,102","$59,165,300"
78,"Jan 17, 2003",2003,National Security,Action,Live Action,Contemporary Fiction,$0,"$36,288,951","$18,310,349","$54,599,300"
79,"Apr 4, 2003",2003,What a Girl Wants,Comedy,Live Action,Contemporary Fiction,"$25,000,000","$35,990,505","$1,226,138","$37,216,643"
80,"Aug 29, 2003",2003,Jeepers Creepers 2,Horror,Live Action,Fantasy,"$25,000,000","$35,623,801","$84,300,000","$119,923,801"
81,"Oct 10, 2003",2003,Intolerable Cruelty,Romantic Comedy,Live Action,Contemporary Fiction,"$60,000,000","$35,327,628","$86,000,000","$121,327,628"
82,"Feb 28, 2003",2003,Cradle 2 the Grave,Action,Live Action,Contemporary Fiction,"$25,000,000","$34,657,731","$21,777,211","$56,434,942"
83,"Dec 24, 2003",2003,Monster,Drama,Live Action,Dramatization,"$5,000,000","$34,469,210","$29,731,111","$64,200,321"
84,"Apr 18, 2003",2003,Malibu’s Most Wanted,Comedy,Live Action,Contemporary Fiction,"$15,000,000","$34,308,901","$190,303","$34,499,204"
85,"Mar 14, 2003",2003,The Hunted,Action,Live Action,Contemporary Fiction,"$55,000,000","$34,234,008","$12,979,087","$47,213,095"
86,"Dec 12, 2003",2003,Stuck On You,Comedy,Live Action,Contemporary Fiction,"$55,000,000","$33,832,741","$29,704,423","$63,537,164"
87,"Mar 21, 2003",2003,Dreamcatcher,Horror,Live Action,Science Fiction,"$68,000,000","$33,685,268","$42,000,000","$75,685,268"
88,"Mar 12, 2003",2003,Bend it Like Beckham,Comedy,Live Action,Contemporary Fiction,"$5,600,000","$32,543,449","$42,022,593","$74,566,042"
89,"Jan 24, 2003",2003,Darkness Falls,Horror,Live Action,Fantasy,"$7,000,000","$32,539,681","$14,750,077","$47,289,758"
90,"Mar 28, 2003",2003,The Core,Action,Live Action,Science Fiction,"$85,000,000","$31,111,260","$43,009,532","$74,120,792"
91,"Dec 19, 2003",2003,Calendar Girls,Comedy,Live Action,Dramatization,"$10,000,000","$31,011,616","$62,063,000","$93,074,616"
92,"Dec 5, 2003",2003,Honey,Drama,Live Action,Contemporary Fiction,"$18,000,000","$30,272,254","$32,374,509","$62,646,763"
93,"Sep 19, 2003",2003,The Fighting Temptations,Comedy,Live Action,Contemporary Fiction,$0,"$30,238,577","$358,496","$30,597,073"
94,"Jun 13, 2003",2003,Hollywood Homicide,Action,Live Action,Contemporary Fiction,"$75,000,000","$30,207,785","$20,201,968","$50,409,753"
95,"Jul 18, 2003",2003,Johnny English,Adventure,Live Action,Contemporary Fiction,"$45,000,000","$28,013,509","$133,722,282","$161,735,791"
96,"Nov 26, 2003",2003,The Missing,Western,Live Action,Historical Fiction,"$65,000,000","$26,900,336","$11,353,097","$38,253,433"
97,"Mar 28, 2003",2003,Basic,Thriller/Suspense,Live Action,Contemporary Fiction,"$50,000,000","$26,599,248","$15,999,250","$42,598,498"
98,"Apr 4, 2003",2003,A Man Apart,Action,Live Action,Contemporary Fiction,"$36,000,000","$26,500,000","$17,297,731","$43,797,731"
99,"Jul 2, 2003",2003,Sinbad: Legend of the Seven Seas,Adventure,Hand Animation,Kids Fiction,"$60,000,000","$26,483,452","$54,284,432","$80,767,884"
100,"Jun 13, 2003",2003,Dumb and Dumberer: When Harry Met Lloyd,Comedy,Live Action,Contemporary Fiction,"$30,000,000","$26,214,846","$2,771,512","$28,986,358"
1,"May 19, 2004",2004,Shrek 2,Adventure,Digital Animation,Kids Fiction,"$70,000,000","$441,226,247","$494,027,731","$935,253,978"
2,"Jun 30, 2004",2004,Spider-Man 2,Adventure,Live Action,Super Hero,"$200,000,000","$373,524,485","$421,173,072","$794,697,557"
3,"Feb 25, 2004",2004,The Passion of the Christ,Drama,Live Action,Dramatization,"$25,000,000","$370,782,930","$251,530,705","$622,313,635"
4,"Dec 22, 2004",2004,Meet the Fockers,Comedy,Live Action,Contemporary Fiction,"$60,000,000","$279,167,575","$237,400,000","$516,567,575"
5,"Nov 5, 2004",2004,The Incredibles,Adventure,Digital Animation,Kids Fiction,"$92,000,000","$261,441,092","$370,000,000","$631,441,092"
6,"Jun 4, 2004",2004,Harry Potter and the Prisoner of Azkaban,Adventure,Animation/Live Action,Fantasy,"$130,000,000","$249,757,726","$533,469,452","$783,227,178"
7,"Nov 10, 2004",2004,The Polar Express,Adventure,Digital Animation,Kids Fiction,"$170,000,000","$188,042,855","$124,140,582","$312,183,437"
8,"May 28, 2004",2004,The Day After Tomorrow,Adventure,Live Action,Science Fiction,"$125,000,000","$186,740,799","$369,099,318","$555,840,117"
9,"Jul 23, 2004",2004,The Bourne Supremacy,Thriller/Suspense,Live Action,Contemporary Fiction,"$85,000,000","$176,087,450","$134,913,674","$311,001,124"
10,"Nov 19, 2004",2004,National Treasure,Adventure,Live Action,Contemporary Fiction,"$100,000,000","$173,005,002","$158,318,408","$331,323,410"
11,"Oct 1, 2004",2004,Shark Tale,Adventure,Digital Animation,Kids Fiction,"$75,000,000","$161,412,000","$210,329,123","$371,741,123"
12,"Jul 16, 2004",2004,"I, Robot",Action,Animation/Live Action,Science Fiction,"$105,000,000","$144,801,023","$203,828,562","$348,629,585"
13,"May 14, 2004",2004,Troy,Action,Live Action,Historical Fiction,"$150,000,000","$133,298,577","$349,853,463","$483,152,040"
14,"Dec 10, 2004",2004,Ocean's Twelve,Adventure,Live Action,Contemporary Fiction,"$110,000,000","$125,531,634","$237,457,442","$362,989,076"
15,"Feb 13, 2004",2004,50 First Dates,Romantic Comedy,Live Action,Contemporary Fiction,"$75,000,000","$120,776,832","$75,543,497","$196,320,329"
16,"May 7, 2004",2004,Van Helsing,Action,Live Action,Historical Fiction,"$170,000,000","$120,150,546","$180,000,000","$300,150,546"
17,"Jun 23, 2004",2004,Fahrenheit 9/11,Documentary,Live Action,Factual,"$6,000,000","$119,114,517","$102,034,442","$221,148,959"
18,"Dec 17, 2004",2004,Lemony Snicket's A Series of Unfortun…,Adventure,Live Action,Kids Fiction,"$100,000,000","$118,627,117","$94,328,907","$212,956,024"
19,"Jun 18, 2004",2004,Dodgeball: A True Underdog Story,Comedy,Live Action,Contemporary Fiction,"$30,000,000","$114,326,736","$53,464,968","$167,791,704"
20,"Jul 30, 2004",2004,The Village,Thriller/Suspense,Live Action,Contemporary Fiction,"$71,682,975","$114,197,520","$143,444,114","$257,641,634"
21,"Oct 22, 2004",2004,The Grudge,Horror,Live Action,Contemporary Fiction,"$10,000,000","$110,359,362","$76,921,753","$187,281,115"
22,"Dec 17, 2004",2004,The Aviator,Drama,Live Action,Dramatization,"$110,000,000","$102,608,827","$105,762,065","$208,370,892"
23,"Dec 15, 2004",2004,Million Dollar Baby,Drama,Live Action,Contemporary Fiction,"$30,000,000","$100,492,203","$131,436,024","$231,928,227"
24,"Aug 6, 2004",2004,Collateral,Action,Live Action,Contemporary Fiction,"$60,000,000","$100,170,152","$117,432,815","$217,602,967"
25,"Aug 11, 2004",2004,The Princess Diaries 2: Royal Engagement,Romantic Comedy,Live Action,Contemporary Fiction,"$45,000,000","$95,149,435","$39,564,000","$134,713,435"
26,"Mar 5, 2004",2004,Starsky & Hutch,Comedy,Live Action,Historical Fiction,"$60,000,000","$88,200,225","$82,000,000","$170,200,225"
27,"Jan 16, 2004",2004,Along Came Polly,Romantic Comedy,Live Action,Contemporary Fiction,"$42,000,000","$88,073,507","$84,970,903","$173,044,410"
28,"Apr 30, 2004",2004,Mean Girls,Comedy,Live Action,Contemporary Fiction,"$18,000,000","$86,047,227","$44,667,242","$130,714,469"
29,"Nov 19, 2004",2004,SpongeBob SquarePants: The Movie,Adventure,Hand Animation,Kids Fiction,"$30,000,000","$85,416,609","$56,634,646","$142,051,255"
30,"Mar 26, 2004",2004,Scooby-Doo 2: Monsters Unleashed,Adventure,Live Action,Kids Fiction,"$25,000,000","$84,185,387","$96,671,609","$180,856,996"
31,"Jul 9, 2004",2004,Anchorman: The Legend of Ron Burgundy,Comedy,Live Action,Historical Fiction,"$25,000,000","$84,136,909","$5,339,356","$89,476,265"
