release_date,release_year,title,genre,production_method,creative_type,budget,domestic_gross,international_gross,worldwide_gross,release_month
2003-11-26,2003,Bad Santa,Black Comedy,Live Action,Contemporary Fiction,18000000,60060328,17086703,77147031,November
2003-11-21,2003,Gothika,Horror,Live Action,Contemporary Fiction,40000000,59588068,81896744,141484812,November
2003-11-07,2003,Love Actually,Romantic Comedy,Live Action,Contemporary Fiction,45000000,59472278,186244221,245716499,November
2003-08-15,2003,Open Range,Western,Live Action,Historical Fiction,26000000,58331254,10282738,68613992,August
2003-09-12,2003,Once Upon a Time in Mexico,Action,Live Action,Contemporary Fiction,29000000,56330657,41082870,97413527,September
2003-01-10,2003,Just Married,Romantic Comedy,Live Action,Contemporary Fiction,19000000,56127162,45437773,101564935,January
2003-12-25,2003,Paycheck,Thriller/Suspense,Live Action,Science Fiction,60000000,53789313,45030476,98819789,December
2003-01-31,2003,The Recruit,Thriller/Suspense,Live Action,Contemporary Fiction,0,52784696,48389744,101174440,January
2003-10-24,2003,Radio,Drama,Live Action,Dramatization,35000000,52333738,959890,53293628,October
2003-04-25,2003,Identity,Thriller/Suspense,Live Action,Contemporary Fiction,28000000,52131264,29987772,82119036,April
2003-09-19,2003,Underworld,Action,Live Action,Contemporary Fiction,22000000,51970690,43737767,95708457,September
2003-10-17,2003,Runaway Jury,Thriller/Suspense,Live Action,Contemporary Fiction,0,49440996,17897223,67338219,October
2003-12-25,2003,Peter Pan,Adventure,Live Action,Fantasy,100000000,48417850,46837635,95255485,December
2003-02-14,2003,The Jungle Book 2,Adventure,Hand Animation,Historical Fiction,20000000,47901582,92022620,139924202,February
2003-09-26,2003,The Rundown,Action,Live Action,Contemporary Fiction,85000000,47641743,33190150,80831893,September
2003-03-14,2003,Agent Cody Banks,Adventure,Live Action,Kids Fiction,25000000,47545060,10695398,58240458,March
2003-01-31,2003,Final Destination 2,Horror,Live Action,Contemporary Fiction,26000000,46896664,43500000,90396664,January
2003-04-04,2003,Phone Booth,Thriller/Suspense,Live Action,Contemporary Fiction,11000000,46566212,51270926,97837138,April
2003-06-27,2003,28 Days Later…,Horror,Live Action,Science Fiction,8000000,45064915,37890718,82955633,June
2003-09-12,2003,Lost in Translation,Drama,Live Action,Contemporary Fiction,4000000,44585453,72499844,117085297,September
2003-03-07,2003,Tears of the Sun,Action,Live Action,Contemporary Fiction,75000000,43632458,42000000,85632458,March
2003-09-26,2003,Under the Tuscan Sun,Comedy,Live Action,Contemporary Fiction,18000000,43601508,13888516,57490024,September
2003-05-02,2003,The Lizzie McGuire Movie,Adventure,Live Action,Contemporary Fiction,15000000,42734455,12800000,55534455,May
2003-09-19,2003,Secondhand Lions,Drama,Live Action,Historical Fiction,30000000,42070939,5831627,47902566,September
2003-10-03,2003,Out of Time,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,41083108,14406718,55489826,October
2003-06-13,2003,Rugrats Go Wild,Adventure,Hand Animation,Kids Fiction,25000000,39402572,16040460,55443032,June
2003-03-28,2003,Head of State,Comedy,Live Action,Contemporary Fiction,35200000,37788228,495537,38283765,March
2003-10-10,2003,Good Boy!,Adventure,Live Action,Kids Fiction,17000000,37667746,7644471,45312217,October
2003-08-15,2003,Uptown Girls,Comedy,Live Action,Contemporary Fiction,0,37095657,0,37095657,August
2003-09-12,2003,Matchstick Men,Comedy,Live Action,Contemporary Fiction,0,36873198,22292102,59165300,September
2003-01-17,2003,National Security,Action,Live Action,Contemporary Fiction,0,36288951,18310349,54599300,January
2003-04-04,2003,What a Girl Wants,Comedy,Live Action,Contemporary Fiction,25000000,35990505,1226138,37216643,April
2003-08-29,2003,Jeepers Creepers 2,Horror,Live Action,Fantasy,25000000,35623801,84300000,119923801,August
2003-10-10,2003,Intolerable Cruelty,Romantic Comedy,Live Action,Contemporary Fiction,60000000,35327628,86000000,121327628,October
2003-02-28,2003,Cradle 2 the Grave,Action,Live Action,Contemporary Fiction,25000000,34657731,21777211,56434942,February
2003-12-24,2003,Monster,Drama,Live Action,Dramatization,5000000,34469210,29731111,64200321,December
2003-04-18,2003,Malibu’s Most Wanted,Comedy,Live Action,Contemporary Fiction,15000000,34308901,190303,34499204,April
2003-03-14,2003,The Hunted,Action,Live Action,Contemporary Fiction,55000000,34234008,12979087,47213095,March
2003-12-12,2003,Stuck On You,Comedy,Live Action,Contemporary Fiction,55000000,33832741,29704423,63537164,December
2003-03-21,2003,Dreamcatcher,Horror,Live Action,Science Fiction,68000000,33685268,42000000,75685268,March
2003-03-12,2003,Bend it Like Beckham,Comedy,Live Action,Contemporary Fiction,5600000,32543449,42022593,74566042,March
2003-01-24,2003,Darkness Falls,Horror,Live Action,Fantasy,7000000,32539681,14750077,47289758,January
2003-03-28,2003,The Core,Action,Live Action,Science Fiction,85000000,31111260,43009532,74120792,March
2003-12-19,2003,Calendar Girls,Comedy,Live Action,Dramatization,10000000,31011616,62063000,93074616,December
2003-12-05,2003,Honey,Drama,Live Action,Contemporary Fiction,18000000,30272254,32374509,62646763,December
2003-09-19,2003,The Fighting Temptations,Comedy,Live Action,Contemporary Fiction,0,30238577,358496,30597073,September
2003-06-13,2003,Hollywood Homicide,Action,Live Action,Contemporary Fiction,75000000,30207785,20201968,50409753,June
2003-07-18,2003,Johnny English,Adventure,Live Action,Contemporary Fiction,45000000,28013509,133722282,161735791,July
2003-11-26,2003,The Missing,Western,Live Action,Historical Fiction,65000000,26900336,11353097,38253433,November
2003-03-28,2003,Basic,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,26599248,15999250,42598498,March
2003-04-04,2003,A Man Apart,Action,Live Action,Contemporary Fiction,36000000,26500000,17297731,43797731,April
2003-07-02,2003,Sinbad: Legend of the Seven Seas,Adventure,Hand Animation,Kids Fiction,60000000,26483452,54284432,80767884,July
2003-06-13,2003,Dumb and Dumberer: When Harry Met Lloyd,Comedy,Live Action,Contemporary Fiction,30000000,26214846,2771512,28986358,June
2004-05-19,2004,Shrek 2,Adventure,Digital Animation,Kids Fiction,70000000,441226247,494027731,935253978,May
2004-06-30,2004,Spider-Man 2,Adventure,Live Action,Super Hero,200000000,373524485,421173072,794697557,June
2004-02-25,2004,The Passion of the Christ,Drama,Live Action,Dramatization,25000000,370782930,251530705,622313635,February
2004-12-22,2004,Meet the Fockers,Comedy,Live Action,Contemporary Fiction,60000000,279167575,237400000,516567575,December
2004-11-05,2004,The Incredibles,Adventure,Digital Animation,Kids Fiction,92000000,261441092,370000000,631441092,November
2004-06-04,2004,Harry Potter and the Prisoner of Azkaban,Adventure,Animation/Live Action,Fantasy,130000000,249757726,533469452,783227178,June
2004-11-10,2004,The Polar Express,Adventure,Digital Animation,Kids Fiction,170000000,188042855,124140582,312183437,November
2004-05-28,2004,The Day After Tomorrow,Adventure,Live Action,Science Fiction,125000000,186740799,369099318,555840117,May
2004-07-23,2004,The Bourne Supremacy,Thriller/Suspense,Live Action,Contemporary Fiction,85000000,176087450,134913674,311001124,July
2004-11-19,2004,National Treasure,Adventure,Live Action,Contemporary Fiction,100000000,173005002,158318408,331323410,November
2004-10-01,2004,Shark Tale,Adventure,Digital Animation,Kids Fiction,75000000,161412000,210329123,371741123,October
2004-07-16,2004,"I, Robot",Action,Animation/Live Action,Science Fiction,105000000,144801023,203828562,348629585,July
2004-05-14,2004,Troy,Action,Live Action,Historical Fiction,150000000,133298577,349853463,483152040,May
2004-12-10,2004,Ocean's Twelve,Adventure,Live Action,Contemporary Fiction,110000000,125531634,237457442,362989076,December
2004-02-13,2004,50 First Dates,Romantic Comedy,Live Action,Contemporary Fiction,75000000,120776832,75543497,196320329,February
2004-05-07,2004,Van Helsing,Action,Live Action,Historical Fiction,170000000,120150546,180000000,300150546,May
2004-06-23,2004,Fahrenheit 9/11,Documentary,Live Action,Factual,6000000,119114517,102034442,221148959,June
2004-12-17,2004,Lemony Snicket's A Series of Unfortun…,Adventure,Live Action,Kids Fiction,100000000,118627117,94328907,212956024,December
2004-06-18,2004,Dodgeball: A True Underdog Story,Comedy,Live Action,Contemporary Fiction,30000000,114326736,53464968,167791704,June
2004-07-30,2004,The Village,Thriller/Suspense,Live Action,Contemporary Fiction,71682975,114197520,143444114,257641634,July
2004-10-22,2004,The Grudge,Horror,Live Action,Contemporary Fiction,10000000,110359362,76921753,187281115,October
2004-12-17,2004,The Aviator,Drama,Live Action,Dramatization,110000000,102608827,105762065,208370892,December
2004-12-15,2004,Million Dollar Baby,Drama,Live Action,Contemporary Fiction,30000000,100492203,131436024,231928227,December
2004-08-06,2004,Collateral,Action,Live Action,Contemporary Fiction,60000000,100170152,117432815,217602967,August
2004-08-11,2004,The Princess Diaries 2: Royal Engagement,Romantic Comedy,Live Action,Contemporary Fiction,45000000,95149435,39564000,134713435,August
2004-03-05,2004,Starsky & Hutch,Comedy,Live Action,Historical Fiction,60000000,88200225,82000000,170200225,March
2004-01-16,2004,Along Came Polly,Romantic Comedy,Live Action,Contemporary Fiction,42000000,88073507,84970903,173044410,January
2004-04-30,2004,Mean Girls,Comedy,Live Action,Contemporary Fiction,18000000,86047227,44667242,130714469,April
2004-11-19,2004,SpongeBob SquarePants: The Movie,Adventure,Hand Animation,Kids Fiction,30000000,85416609,56634646,142051255,November
2004-03-26,2004,Scooby-Doo 2: Monsters Unleashed,Adventure,Live Action,Kids Fiction,25000000,84185387,96671609,180856996,March
2004-07-09,2004,Anchorman: The Legend of Ron Burgundy,Comedy,Live Action,Historical Fiction,25000000,84136909,5339356,89476265,July
2004-06-25,2004,The Notebook,Drama,Live Action,Contemporary Fiction,30000000,81001787,34935376,115937163,June
2004-08-13,2004,AVP: Alien Vs. Predator,Action,Live Action,Science Fiction,70000000,80281096,92262423,172543519,August
2004-04-23,2004,Man on Fire,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,77906816,53061763,130968579,April
2004-06-18,2004,The Terminal,Drama,Live Action,Dramatization,75000000,77073959,141600000,218673959,June
2004-06-11,2004,Garfield: The Movie,Adventure,Animation/Live Action,Contemporary Fiction,50000000,75367693,132726857,208094550,June
2004-10-29,2004,Ray,Drama,Live Action,Dramatization,40000000,75305995,49517099,124823094,October
2004-10-01,2004,Ladder 49,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,74541707,27791141,102332848,October
2004-11-24,2004,Christmas with the Kranks,Comedy,Live Action,Contemporary Fiction,50000000,73701902,22767285,96469187,November
2004-10-22,2004,Sideways,Drama,Live Action,Contemporary Fiction,17000000,71502303,38224497,109726800,October
2004-06-23,2004,White Chicks,Comedy,Live Action,Contemporary Fiction,20000000,69148997,42300000,111448997,June
2004-03-05,2004,Hidalgo,Western,Live Action,Historical Fiction,78000000,67286731,40800000,108086731,March
2004-09-24,2004,The Forgotten,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,66711892,50500000,117211892,September
2004-04-16,2004,Kill Bill: Volume 2,Action,Live Action,Contemporary Fiction,55000000,66207920,87328062,153535982,April
2004-07-30,2004,The Manchurian Candidate,Thriller/Suspense,Live Action,Historical Fiction,80000000,65948711,30187161,96135872,July
2004-02-06,2004,Barbershop 2: Back in Business,Comedy,Live Action,Contemporary Fiction,18000000,65070412,772000,65842412,February
2004-02-06,2004,Miracle,Drama,Live Action,Dramatization,28000000,64378093,96612,64474705,February
2004-10-08,2004,Friday Night Lights,Drama,Live Action,Dramatization,30000000,61255921,694849,61950770,October
2004-04-02,2004,Hellboy,Action,Live Action,Super Hero,60000000,59623958,40200000,99823958,April
2004-06-11,2004,The Stepford Wives,Black Comedy,Live Action,Contemporary Fiction,100000000,59475623,36674859,96150482,June
2004-03-19,2004,Dawn of the Dead,Horror,Live Action,Science Fiction,28000000,58990765,44462110,103452875,March
2004-08-20,2004,Without a Paddle,Comedy,Live Action,Contemporary Fiction,30000000,58156435,6964845,65121280,August
2004-01-23,2004,The Butterfly Effect,Thriller/Suspense,Live Action,Science Fiction,13000000,57924679,37713913,95638592,January
2004-10-15,2004,Shall We Dance?,Romantic Comedy,Live Action,Contemporary Fiction,40000000,57887882,112238000,170125882,October
2004-06-11,2004,The Chronicles of Riddick,Adventure,Live Action,Science Fiction,120000000,57712751,49500000,107212751,June
2004-04-23,2004,13 Going On 30,Romantic Comedy,Live Action,Contemporary Fiction,37000000,57139723,40518989,97658712,April
2004-10-29,2004,Saw,Horror,Live Action,Contemporary Fiction,1200000,55968727,47911300,103880027,October
2004-08-27,2004,Jet Li's Hero,Action,Live Action,Historical Fiction,17000000,53652140,123883818,177535958,August
2004-12-08,2004,Blade: Trinity,Action,Live Action,Super Hero,65000000,52397389,78955776,131353165,December
2004-07-07,2004,King Arthur,Adventure,Live Action,Historical Fiction,90000000,51877963,151775561,203653524,July
2004-11-12,2004,Finding Neverland,Drama,Live Action,Historical Fiction,25000000,51676606,63359502,115036108,November
2004-07-16,2004,A Cinderella Story,Romantic Comedy,Live Action,Contemporary Fiction,19000000,51438175,18674309,70112484,July
2004-12-22,2004,The Phantom of the Opera,Musical,Live Action,Historical Fiction,55000000,51225796,102544256,153770052,December
2004-09-10,2004,Resident Evil: Apocalypse,Horror,Live Action,Science Fiction,50000000,50740078,74428656,125168734,September
2004-04-02,2004,Home on the Range,Western,Hand Animation,Kids Fiction,110000000,50026353,26456108,76482461,April
2004-12-25,2004,Fat Albert,Comedy,Live Action,Contemporary Fiction,45000000,48114556,449000,48563556,December
2004-03-12,2004,Secret Window,Thriller/Suspense,Live Action,Fantasy,40000000,47958031,44152508,92110539,March
2004-04-02,2004,Walking Tall,Action,Live Action,Contemporary Fiction,56000000,46213824,1642559,47856383,April
2004-12-29,2004,In Good Company,Comedy,Live Action,Contemporary Fiction,26000000,45489752,17973443,63463195,December
2004-06-11,2004,Napoleon Dynamite,Comedy,Live Action,Contemporary Fiction,400000,44540956,1581757,46122713,June
2004-12-17,2004,Spanglish,Comedy,Live Action,Contemporary Fiction,75000000,42044321,12300000,54344321,December
2004-08-20,2004,Exorcist: The Beginning,Horror,Live Action,Historical Fiction,78000000,41814863,2142678,43957541,August
2004-11-12,2004,Bridget Jones: The Edge Of Reason,Romantic Comedy,Live Action,Contemporary Fiction,50000000,40203020,223691531,263894551,November
2004-07-23,2004,Catwoman,Action,Live Action,Super Hero,100000000,40202379,41875667,82078046,July
2004-01-30,2004,You Got Served,Drama,Live Action,Contemporary Fiction,8000000,40066497,10745361,50811858,January
2004-03-26,2004,The Ladykillers,Black Comedy,Live Action,Contemporary Fiction,35000000,39692139,37700000,77392139,March
2004-09-17,2004,Sky Captain and the World of Tomorrow,Adventure,Animation/Live Action,Science Fiction,70000000,37760080,11970774,49730854,September
2004-05-28,2004,Raising Helen,Comedy,Live Action,Contemporary Fiction,50000000,37485528,12356903,49842431,May
2004-10-06,2004,Taxi,Action,Live Action,Contemporary Fiction,0,36609966,31500000,68109966,October
2004-03-19,2004,Eternal Sunshine of the Spotless Mind,Comedy,Live Action,Science Fiction,20000000,34366518,38034860,72401378,March
2004-11-24,2004,Alexander,Action,Live Action,Dramatization,155000000,34297191,133000000,167297191,November
2004-12-03,2004,Closer,Drama,Live Action,Contemporary Fiction,35000000,33987757,82160780,116148537,December
2004-04-16,2004,The Punisher,Action,Live Action,Super Hero,33000000,33664370,20869404,54533774,April
2004-10-15,2004,Team America: World Police,Comedy,Live Action,Contemporary Fiction,20000000,32774834,18173977,50948811,October
2004-03-19,2004,Taking Lives,Thriller/Suspense,Live Action,Contemporary Fiction,0,32682342,31550021,64232363,March
